Date,USD_Price,BTC_High,ETH_High,Gold_USD,SPX_High
2016-05-09,94.13,462.480988,12.0,"1,265.3",2064.149902
2016-05-10,94.29,461.928986,9.98,"1,262.8",2084.870117
2016-05-11,93.82,454.575989,10.47,"1,276.9",2083.290039
2016-05-12,94.15,454.949005,12.0,"1,279.3",2073.98999
2016-05-13,94.61,457.054993,11.59,"1,265.9",2066.790039
2016-05-14,94.61,456.835999,10.98,"1,265.9",2066.790039
2016-05-15,94.61,458.691986,10.59,"1,265.9",2066.790039
2016-05-16,94.57,458.200012,11.41,"1,285.8",2071.879883
2016-05-17,94.55,455.071991,12.49,"1,277.0",2065.689941
2016-05-18,95.08,455.997986,14.0,"1,272.9",2060.610107
2016-05-19,95.29,454.632996,14.5,"1,246.3",2044.209961
2016-05-20,95.33,444.053986,14.77,"1,254.2",2058.350098
2016-05-21,95.33,443.778015,13.98,"1,254.2",2058.350098
2016-05-22,95.33,443.427002,14.45,"1,254.2",2058.350098
2016-05-23,95.23,444.345001,14.43,"1,245.9",2055.580078
2016-05-24,95.57,447.100006,13.79,"1,236.9",2079.669922
2016-05-25,95.35,450.298004,12.89,"1,220.6",2094.72998
2016-05-26,95.17,453.644012,12.9,"1,223.9",2094.300049
2016-05-27,95.52,478.148987,12.61,"1,216.3",2099.060059
2016-05-28,95.52,533.473022,12.27,"1,216.3",2099.060059
2016-05-29,95.52,553.960022,12.73,"1,216.3",2099.060059
2016-05-30,95.52,544.348999,12.79,"1,216.3",2099.060059
2016-05-31,95.89,546.617981,14.35,"1,212.1",2103.47998
2016-06-01,95.45,543.080017,14.35,"1,214.5",2100.969971
2016-06-02,95.56,540.35199,14.13,"1,212.4",2105.26001
2016-06-03,94.03,574.638,16.05,"1,240.5",2104.070068
2016-06-04,94.03,590.132019,14.16,"1,240.5",2104.070068
2016-06-05,94.03,582.807983,13.92,"1,240.5",2104.070068
2016-06-06,93.9,586.469971,14.4,"1,244.0",2113.360107
2016-06-07,93.83,590.258972,14.64,"1,241.0",2119.219971
2016-06-08,93.59,582.838989,14.73,"1,263.0",2120.550049
2016-06-09,93.95,582.203003,14.55,"1,263.9",2117.639893
2016-06-10,94.57,579.127014,14.47,"1,275.5",2109.570068
2016-06-11,94.57,607.116028,14.16,"1,275.5",2109.570068
2016-06-12,94.57,684.843994,15.75,"1,275.5",2109.570068
2016-06-13,94.36,716.004028,17.64,"1,280.8",2098.120117
2016-06-14,94.93,704.504028,19.07,"1,287.2",2081.300049
2016-06-15,94.61,696.302979,19.06,"1,283.3",2085.649902
2016-06-16,94.57,773.721985,25.05,"1,310.8",2079.620117
2016-06-17,94.21,775.356018,21.44,"1,290.7",2078.199951
2016-06-18,94.21,777.98999,15.67,"1,290.7",2078.199951
2016-06-19,94.21,766.620972,15.55,"1,290.7",2078.199951
2016-06-20,93.61,764.083984,12.6,"1,281.8",2100.659912
2016-06-21,94.02,735.882996,12.97,"1,272.6",2093.659912
2016-06-22,93.72,678.669983,15.75,"1,264.9",2099.709961
2016-06-23,93.53,629.327026,14.79,"1,262.2",2113.320068
2016-06-24,95.45,681.72699,14.35,"1,315.5",2103.810059
2016-06-25,95.45,691.731018,14.8,"1,315.5",2103.810059
2016-06-26,95.45,665.97998,14.51,"1,315.5",2103.810059
2016-06-27,96.54,655.275024,15.72,"1,324.6",2031.449951
2016-06-28,96.25,659.247986,15.29,"1,309.7",2036.089966
2016-06-29,95.77,644.682007,13.0,"1,321.5",2073.129883
2016-06-30,96.14,675.403015,12.95,"1,320.8",2098.939941
2016-07-01,95.65,686.153992,12.5,"1,340.0",2108.709961
2016-07-02,95.65,703.702026,12.26,"1,340.0",2108.709961
2016-07-03,95.65,704.968018,12.37,"1,340.0",2108.709961
2016-07-04,95.65,683.661987,11.89,"1,350.8",2108.709961
2016-07-05,96.17,683.491028,11.99,"1,350.8",2095.050049
2016-07-06,96.05,681.89801,11.9,"1,366.3",2100.719971
2016-07-07,96.33,682.432007,11.0,"1,356.7",2109.080078
2016-07-08,96.3,666.70697,11.88,"1,354.3",2131.709961
2016-07-09,96.3,666.383972,11.88,"1,354.3",2131.709961
2016-07-10,96.3,652.294006,11.2,"1,354.3",2131.709961
2016-07-11,96.57,659.629028,11.13,"1,357.1",2143.159912
2016-07-12,96.44,675.258972,11.35,"1,342.4",2155.399902
2016-07-13,96.22,668.700012,11.3,"1,342.8",2156.449951
2016-07-14,96.08,662.901978,11.71,"1,323.6",2168.98999
2016-07-15,96.58,667.077026,12.98,"1,327.0",2169.050049
2016-07-16,96.58,666.460022,12.21,"1,327.0",2169.050049
2016-07-17,96.58,682.36499,11.8,"1,327.0",2169.050049
2016-07-18,96.56,681.554993,11.79,"1,334.7",2168.350098
2016-07-19,97.06,673.276978,13.47,"1,330.9",2164.629883
2016-07-20,97.2,672.929016,14.0,"1,315.9",2175.629883
2016-07-21,97.0,666.218994,13.1,"1,321.2",2174.560059
2016-07-22,97.47,666.583008,14.82,"1,320.8",2175.110107
2016-07-23,97.47,656.366028,15.72,"1,320.8",2175.110107
2016-07-24,97.47,663.109985,15.0,"1,320.8",2175.110107
2016-07-25,97.29,661.828003,13.75,"1,313.2",2173.709961
2016-07-26,97.16,656.224976,14.15,"1,323.0",2173.540039
2016-07-27,97.05,657.455994,13.45,"1,329.0",2174.97998
2016-07-28,96.74,657.594971,13.34,"1,341.8",2172.850098
2016-07-29,95.53,657.796021,13.29,"1,342.0",2177.090088
2016-07-30,95.53,658.223022,13.1,"1,342.0",2177.090088
2016-07-31,95.53,655.284973,12.75,"1,342.0",2177.090088
2016-08-01,95.71,626.119019,11.91,"1,349.7",2178.290039
2016-08-02,95.06,612.848022,11.24,"1,363.8",2170.199951
2016-08-03,95.56,573.359985,10.49,"1,358.9",2163.790039
2016-08-04,95.76,579.495972,12.49,"1,362.8",2168.189941
2016-08-05,96.19,578.281006,11.64,"1,340.4",2182.870117
2016-08-06,96.19,588.395996,11.42,"1,340.4",2182.870117
2016-08-07,96.19,597.513,11.21,"1,340.4",2182.870117
2016-08-08,96.4,592.994019,11.5,"1,336.8",2185.439941
2016-08-09,96.18,591.091003,12.5,"1,341.0",2187.659912
2016-08-10,95.65,599.984009,12.68,"1,347.7",2183.409912
2016-08-11,95.86,597.541992,12.46,"1,355.0",2188.449951
2016-08-12,95.72,589.909973,12.12,"1,352.2",2186.280029
2016-08-13,95.72,589.773987,11.95,"1,352.2",2186.280029
2016-08-14,95.72,585.666016,11.76,"1,352.2",2186.280029
2016-08-15,95.63,573.580017,11.51,"1,339.4",2193.810059
2016-08-16,94.79,581.737976,11.38,"1,344.0",2186.23999
2016-08-17,94.72,580.893982,11.34,"1,343.4",2183.080078
2016-08-18,94.16,577.791992,11.74,"1,350.1",2187.030029
2016-08-19,94.51,578.237976,11.0,"1,346.4",2185.0
2016-08-20,94.51,582.817993,11.48,"1,346.4",2185.0
2016-08-21,94.51,584.15802,11.28,"1,346.4",2185.0
2016-08-22,94.52,588.447998,11.5,"1,335.9",2185.149902
2016-08-23,94.54,589.473999,11.41,"1,342.0",2193.419922
2016-08-24,94.79,583.590027,11.35,"1,327.3",2186.659912
2016-08-25,94.77,580.450989,11.35,"1,321.3",2179.0
2016-08-26,95.57,580.622986,11.49,"1,318.8",2187.939941
2016-08-27,95.57,579.844971,11.44,"1,318.8",2187.939941
2016-08-28,95.57,574.038025,11.3,"1,318.8",2187.939941
2016-08-29,95.58,576.278015,11.24,"1,318.8",2183.47998
2016-08-30,96.05,578.356995,11.3,"1,318.2",2182.27002
2016-08-31,96.02,577.861023,13.5,"1,309.3",2173.790039
2016-09-01,95.65,576.310974,13.5,"1,309.5",2173.560059
2016-09-02,95.84,575.643005,12.43,"1,324.7",2184.870117
2016-09-03,95.84,599.5,12.51,"1,324.7",2184.870117
2016-09-04,95.84,611.836975,12.09,"1,324.7",2184.870117
2016-09-05,95.84,609.054993,12.0,"1,326.4",2184.870117
2016-09-06,94.82,610.830017,12.0,"1,337.3",2186.570068
2016-09-07,94.96,614.544983,11.99,"1,348.4",2187.870117
2016-09-08,95.03,628.77002,11.78,"1,343.4",2184.939941
2016-09-09,95.34,626.830017,11.74,"1,330.9",2169.080078
2016-09-10,95.34,625.094971,12.0,"1,330.9",2169.080078
2016-09-11,95.34,628.817993,12.05,"1,330.9",2169.080078
2016-09-12,95.09,608.458984,11.92,"1,324.6",2163.300049
2016-09-13,95.63,611.192993,12.16,"1,323.7",2150.469971
2016-09-14,95.33,611.952026,12.02,"1,321.8",2141.330078
2016-09-15,95.29,611.085999,12.02,"1,310.8",2151.310059
2016-09-16,96.11,609.260986,12.75,"1,308.4",2146.47998
2016-09-17,96.11,607.859985,12.8,"1,308.4",2146.47998
2016-09-18,96.11,610.15802,12.91,"1,308.4",2146.47998
2016-09-19,95.84,610.932007,13.09,"1,314.9",2153.610107
2016-09-20,96.02,609.525024,14.45,"1,313.8",2150.800049
2016-09-21,95.66,603.588013,14.45,"1,326.1",2165.110107
2016-09-22,95.45,598.487,14.02,"1,339.1",2179.98999
2016-09-23,95.48,603.205017,13.59,"1,338.7",2173.75
2016-09-24,95.48,604.580017,13.52,"1,338.7",2173.75
2016-09-25,95.48,603.380981,13.11,"1,338.7",2173.75
2016-09-26,95.3,608.143005,13.16,"1,340.5",2158.540039
2016-09-27,95.44,608.247986,13.71,"1,327.0",2161.129883
2016-09-28,95.43,606.590027,13.68,"1,322.5",2172.399902
2016-09-29,95.53,606.823975,13.38,"1,318.1",2172.669922
2016-09-30,95.46,609.734985,13.44,"1,322.5",2175.300049
2016-10-01,95.46,615.237,13.41,"1,322.5",2175.300049
2016-10-02,95.46,614.005005,13.3,"1,322.5",2175.300049
2016-10-03,95.69,612.567993,13.51,"1,313.3",2164.409912
2016-10-04,96.17,612.054016,13.61,"1,283.3",2165.459961
2016-10-05,96.12,613.814026,13.7,"1,269.4",2163.949951
2016-10-06,96.77,613.81897,13.42,"1,254.5",2162.929932
2016-10-07,96.63,617.911987,13.49,"1,258.8",2165.860107
2016-10-08,96.63,619.848999,12.82,"1,258.8",2165.860107
2016-10-09,96.63,619.197998,12.7,"1,258.8",2165.860107
2016-10-10,96.93,621.317993,12.33,"1,259.5",2169.600098
2016-10-11,97.69,642.080017,12.22,"1,253.5",2161.560059
2016-10-12,97.97,641.336975,12.0,"1,256.5",2145.360107
2016-10-13,97.52,638.833008,12.19,"1,261.1",2138.189941
2016-10-14,98.02,641.284973,12.15,"1,251.8",2149.189941
2016-10-15,98.02,642.10199,12.02,"1,251.8",2149.189941
2016-10-16,98.02,642.89801,12.04,"1,251.8",2149.189941
2016-10-17,97.89,642.328003,12.0,"1,254.8",2135.610107
2016-10-18,97.89,640.736023,12.96,"1,258.2",2144.379883
2016-10-19,97.92,638.874023,12.96,"1,269.1",2148.439941
2016-10-20,98.31,631.916992,12.18,"1,271.7",2147.179932
2016-10-21,98.69,634.093994,12.08,"1,266.1",2142.629883
2016-10-22,98.69,658.197021,12.08,"1,266.1",2142.629883
2016-10-23,98.69,661.129028,12.08,"1,266.1",2142.629883
2016-10-24,98.76,657.252014,12.05,"1,265.6",2154.790039
2016-10-25,98.72,664.424011,12.2,"1,269.4",2151.439941
2016-10-26,98.63,679.728027,11.87,"1,270.5",2145.72998
2016-10-27,98.89,688.593994,11.58,"1,266.3",2147.129883
2016-10-28,98.35,690.44397,11.43,"1,273.0",2140.719971
2016-10-29,98.35,720.401978,11.56,"1,273.0",2140.719971
2016-10-30,98.35,714.117981,11.43,"1,273.0",2140.719971
2016-10-31,98.44,709.289001,11.56,"1,272.0",2133.25
2016-11-01,97.7,736.452026,11.47,"1,288.5",2131.449951
2016-11-02,97.4,740.828979,11.43,"1,303.8",2111.76001
2016-11-03,97.16,745.77301,11.19,"1,301.0",2102.560059
2016-11-04,97.06,706.929993,11.19,"1,302.8",2099.070068
2016-11-05,97.06,707.51001,11.2,"1,302.8",2099.070068
2016-11-06,97.06,714.257996,11.15,"1,302.8",2099.070068
2016-11-07,97.78,710.736023,11.2,"1,283.1",2132.0
2016-11-08,97.86,712.987,11.19,"1,282.4",2146.870117
2016-11-09,98.5,740.046021,10.98,"1,281.4",2170.100098
2016-11-10,98.78,723.018005,11.95,"1,267.5",2182.300049
2016-11-11,99.06,718.317993,10.73,"1,236.5",2165.919922
2016-11-12,99.06,717.14801,10.33,"1,236.5",2165.919922
2016-11-13,99.06,705.257019,10.22,"1,236.5",2165.919922
2016-11-14,100.11,706.283997,10.22,"1,213.6",2171.360107
2016-11-15,100.23,715.718018,10.4,"1,227.0",2180.840088
2016-11-16,100.41,747.61499,10.4,"1,229.2",2179.219971
2016-11-17,100.89,755.64502,10.36,"1,226.8",2188.060059
2016-11-18,101.21,752.882019,10.0,"1,211.0",2189.889893
2016-11-19,101.21,756.237,9.92,"1,211.0",2189.889893
2016-11-20,101.21,755.47998,9.86,"1,211.0",2189.889893
2016-11-21,101.05,741.721985,9.61,"1,214.3",2198.699951
2016-11-22,101.04,753.869995,10.19,"1,212.3",2204.800049
2016-11-23,101.7,752.25,9.97,"1,185.4",2204.719971
2016-11-24,101.7,746.83197,9.91,"1,186.1",2204.719971
2016-11-25,101.49,741.648987,9.69,"1,187.7",2213.350098
2016-11-26,101.49,742.213989,9.57,"1,187.7",2213.350098
2016-11-27,101.49,739.018005,9.87,"1,187.7",2213.350098
2016-11-28,101.33,738.005981,9.41,"1,187.0",2211.139893
2016-11-29,100.93,737.471008,9.02,"1,186.6",2210.459961
2016-11-30,101.5,747.929016,9.14,"1,178.1",2214.100098
2016-12-01,101.04,758.275024,8.64,"1,161.9",2202.600098
2016-12-02,100.77,781.296021,8.46,"1,173.5",2197.949951
2016-12-03,100.77,778.247986,8.25,"1,173.5",2197.949951
2016-12-04,100.77,773.872009,8.16,"1,173.5",2197.949951
2016-12-05,100.09,773.468018,7.62,"1,162.2",2209.419922
2016-12-06,100.49,765.622009,8.15,"1,172.5",2212.780029
2016-12-07,100.23,771.54303,8.56,"1,177.7",2241.629883
2016-12-08,101.1,774.697998,8.75,"1,171.1",2251.689941
2016-12-09,101.59,774.528015,8.67,"1,163.6",2259.800049
2016-12-10,101.59,777.09198,8.65,"1,163.6",2259.800049
2016-12-11,101.59,774.797974,8.56,"1,163.6",2259.800049
2016-12-12,101.03,781.921997,8.6,"1,156.1",2264.030029
2016-12-13,101.07,788.460022,8.71,"1,158.6",2277.530029
2016-12-14,101.76,782.033997,8.47,"1,162.3",2276.199951
2016-12-15,103.02,781.434998,8.46,"1,127.0",2272.120117
2016-12-16,102.95,785.031982,7.89,"1,131.6",2268.050049
2016-12-17,102.95,792.508972,7.89,"1,131.6",2268.050049
2016-12-18,102.95,794.737,7.98,"1,131.6",2268.050049
2016-12-19,103.14,793.611023,7.94,"1,136.3",2267.469971
2016-12-20,103.29,801.336975,7.99,"1,125.7",2272.560059
2016-12-21,103.02,834.281006,7.99,"1,133.7",2271.22998
2016-12-22,103.09,875.781982,7.97,"1,131.4",2263.179932
2016-12-23,103.01,925.117004,7.81,"1,131.4",2263.790039
2016-12-24,103.01,923.479004,7.41,"1,131.4",2263.790039
2016-12-25,103.01,899.651978,7.29,"1,131.4",2263.790039
2016-12-26,103.01,913.184021,7.29,"1,131.4",2263.790039
2016-12-27,103.02,940.047974,7.49,"1,131.4",2273.820068
2016-12-28,103.3,975.921021,8.54,"1,134.6",2271.310059
2016-12-29,102.68,979.396973,8.54,"1,145.9",2254.51001
2016-12-30,102.21,972.534973,8.54,"1,145.9",2253.580078
2016-12-31,102.21,963.742981,8.54,"1,145.9",2253.580078
2017-01-01,102.21,1003.080017,8.54,"1,145.9",2253.580078
2017-01-02,102.83,1031.390015,8.55,"1,145.9",2253.580078
2017-01-03,103.21,1044.079956,9.98,"1,151.0",2263.879883
2017-01-04,102.7,1159.420044,11.15,"1,164.3",2272.820068
2017-01-05,101.52,1191.099976,11.94,"1,176.7",2271.5
2017-01-06,102.22,1046.810059,10.59,"1,175.9",2282.100098
2017-01-07,102.22,908.585022,10.32,"1,175.9",2282.100098
2017-01-08,102.22,942.723999,10.42,"1,175.9",2282.100098
2017-01-09,101.93,913.685974,10.93,"1,178.5",2275.48999
2017-01-10,102.01,914.872986,10.74,"1,189.5",2279.27002
2017-01-11,101.78,919.447998,10.74,"1,178.6",2275.320068
2017-01-12,101.35,826.245972,10.47,"1,205.1",2271.780029
2017-01-13,101.18,829.000977,10.25,"1,190.4",2278.679932
2017-01-14,101.18,835.085022,10.24,"1,190.4",2278.679932
2017-01-15,101.18,823.307007,10.01,"1,190.4",2278.679932
2017-01-16,101.18,834.530029,10.01,"1,203.0",2278.679932
2017-01-17,100.33,910.560974,10.44,"1,216.1",2272.080078
2017-01-18,100.93,917.499023,10.44,"1,214.8",2272.01001
2017-01-19,101.15,904.614014,10.73,"1,196.1",2274.330078
2017-01-20,100.74,899.39801,10.72,"1,200.6",2276.959961
2017-01-21,100.74,927.367004,10.93,"1,200.6",2276.959961
2017-01-22,100.74,937.525024,10.92,"1,200.6",2276.959961
2017-01-23,100.16,928.265991,10.77,"1,212.9",2271.780029
2017-01-24,100.35,924.14502,10.77,"1,216.8",2284.629883
2017-01-25,100.03,903.252014,10.71,"1,195.0",2299.550049
2017-01-26,100.38,919.325989,10.71,"1,189.7",2300.98999
2017-01-27,100.53,923.223022,10.76,"1,184.9",2299.02002
2017-01-28,100.53,923.911011,10.7,"1,184.9",2299.02002
2017-01-29,100.53,923.41803,10.64,"1,184.9",2299.02002
2017-01-30,100.43,923.047974,10.9,"1,192.8",2286.01001
2017-01-31,99.51,972.018982,10.93,"1,212.8",2279.090088
2017-02-01,99.64,989.114014,10.95,"1,203.7",2289.139893
2017-02-02,99.79,1013.52002,10.99,"1,222.0",2283.969971
2017-02-03,99.87,1033.869995,10.99,"1,215.2",2298.310059
2017-02-04,99.87,1045.900024,11.41,"1,215.2",2298.310059
2017-02-05,99.87,1043.630005,11.39,"1,215.2",2298.310059
2017-02-06,99.91,1044.640015,11.32,"1,226.8",2296.179932
2017-02-07,100.26,1061.930054,11.51,"1,231.0",2299.399902
2017-02-08,100.28,1078.969971,11.74,"1,242.1",2295.909912
2017-02-09,100.65,1088.98999,11.61,"1,236.8",2311.080078
2017-02-10,100.8,998.905029,11.44,"1,228.3",2319.22998
2017-02-11,100.8,1009.289978,11.39,"1,228.3",2319.22998
2017-02-12,100.8,1004.76001,11.41,"1,228.3",2319.22998
2017-02-13,100.96,1002.099976,11.49,"1,222.3",2331.580078
2017-02-14,101.25,1011.51001,13.41,"1,230.8",2337.580078
2017-02-15,101.18,1008.840027,13.23,"1,224.4",2351.300049
2017-02-16,100.44,1033.369995,13.06,"1,240.6",2351.310059
2017-02-17,100.95,1053.170044,12.96,"1,242.0",2351.159912
2017-02-18,100.95,1061.099976,12.91,"1,242.0",2351.159912
2017-02-19,100.95,1056.810059,13.03,"1,242.0",2351.159912
2017-02-20,100.95,1080.48999,12.89,"1,237.3",2351.159912
2017-02-21,101.37,1117.25,12.84,"1,233.2",2366.709961
2017-02-22,101.22,1125.390015,12.85,"1,236.7",2365.129883
2017-02-23,101.05,1176.619995,13.35,"1,247.9",2368.26001
2017-02-24,101.09,1200.390015,13.32,"1,253.7",2367.340088
2017-02-25,101.09,1174.849976,13.72,"1,253.7",2367.340088
2017-02-26,101.09,1167.469971,14.95,"1,253.7",2367.340088
2017-02-27,101.13,1181.97998,15.98,"1,257.2",2371.540039
2017-02-28,101.12,1193.25,16.97,"1,255.6",2367.790039
2017-03-01,101.78,1222.5,17.9,"1,240.4",2400.97998
2017-03-02,102.2,1262.130005,19.48,"1,238.1",2394.75
2017-03-03,101.54,1280.310059,20.78,"1,226.5",2383.889893
2017-03-04,101.54,1279.400024,20.14,"1,226.5",2383.889893
2017-03-05,101.54,1267.290039,19.23,"1,226.5",2383.889893
2017-03-06,101.64,1276.0,20.51,"1,231.0",2378.800049
2017-03-07,101.81,1275.550049,19.97,"1,216.7",2375.120117
2017-03-08,102.07,1232.160034,19.37,"1,209.2",2373.090088
2017-03-09,101.85,1197.459961,18.49,"1,206.6",2369.080078
2017-03-10,101.25,1270.469971,19.78,"1,202.7",2376.860107
2017-03-11,101.25,1193.829956,21.53,"1,202.7",2376.860107
2017-03-12,101.25,1226.97998,24.0,"1,202.7",2376.860107
2017-03-13,101.31,1237.369995,32.0,"1,204.2",2374.419922
2017-03-14,101.7,1244.810059,29.96,"1,204.6",2368.550049
2017-03-15,100.74,1251.609985,35.0,"1,198.8",2390.01001
2017-03-16,100.36,1257.97998,46.5,"1,229.4",2388.100098
2017-03-17,100.3,1180.160034,51.99,"1,229.6",2385.709961
2017-03-18,100.3,1114.069946,44.71,"1,229.6",2385.709961
2017-03-19,100.3,1069.910034,45.99,"1,229.6",2385.709961
2017-03-20,100.41,1063.030029,45.9,"1,232.4",2379.550049
2017-03-21,99.81,1122.430054,43.94,"1,241.6",2381.929932
2017-03-22,99.68,1120.650024,43.05,"1,249.1",2351.810059
2017-03-23,99.76,1058.01001,44.0,"1,247.5",2358.919922
2017-03-24,99.63,1040.469971,53.0,"1,247.5",2356.219971
2017-03-25,99.63,975.760986,52.98,"1,247.5",2356.219971
2017-03-26,99.63,1007.960022,51.5,"1,247.5",2356.219971
2017-03-27,99.17,1046.400024,51.54,"1,257.6",2344.899902
2017-03-28,99.71,1064.650024,50.75,"1,257.3",2363.780029
2017-03-29,100.0,1055.130005,54.54,"1,251.1",2363.360107
2017-03-30,100.41,1049.290039,53.5,"1,248.8",2370.419922
2017-03-31,100.35,1074.920044,52.0,"1,244.9",2370.350098
2017-04-01,100.35,1091.719971,51.91,"1,244.9",2370.350098
2017-04-02,100.35,1107.589966,51.15,"1,244.9",2370.350098
2017-04-03,100.54,1151.73999,48.61,"1,247.3",2365.870117
2017-04-04,100.54,1156.439941,45.92,"1,257.7",2360.530029
2017-04-05,100.56,1135.089966,47.26,"1,245.8",2378.360107
2017-04-06,100.67,1188.369995,45.95,"1,252.5",2364.159912
2017-04-07,101.18,1186.579956,44.48,"1,266.5",2363.76001
2017-04-08,101.18,1184.97998,45.76,"1,266.5",2363.76001
2017-04-09,101.18,1197.209961,44.85,"1,266.5",2363.76001
2017-04-10,101.02,1190.339966,45.65,"1,250.1",2366.370117
2017-04-11,100.71,1208.069946,44.68,"1,252.9",2355.219971
2017-04-12,100.78,1207.140015,47.99,"1,274.3",2352.719971
2017-04-13,100.56,1205.890015,50.91,"1,284.2",2348.26001
2017-04-14,100.56,1190.800049,50.25,"1,284.2",2348.26001
2017-04-15,100.56,1188.0,48.98,"1,284.2",2348.26001
2017-04-16,100.56,1187.219971,49.13,"1,284.2",2348.26001
2017-04-17,100.29,1194.900024,48.7,"1,284.2",2349.139893
2017-04-18,99.5,1217.569946,50.4,"1,279.0",2348.350098
2017-04-19,99.74,1215.51001,50.43,"1,279.1",2352.629883
2017-04-20,99.78,1240.790039,49.8,"1,282.1",2361.370117
2017-04-21,99.98,1235.939941,49.65,"1,281.9",2356.179932
2017-04-22,99.98,1235.560059,49.16,"1,281.9",2356.179932
2017-04-23,99.98,1232.199951,49.22,"1,281.9",2356.179932
2017-04-24,99.09,1250.939941,50.99,"1,269.4",2376.97998
2017-04-25,98.78,1267.579956,50.82,"1,267.8",2392.47998
2017-04-26,99.05,1294.829956,56.02,"1,261.9",2398.159912
2017-04-27,99.08,1319.699951,64.05,"1,262.8",2392.100098
2017-04-28,99.05,1331.280029,74.1,"1,266.5",2393.679932
2017-04-29,99.05,1327.199951,73.98,"1,266.5",2393.679932
2017-04-30,99.05,1347.910034,79.8,"1,266.5",2393.679932
2017-05-01,99.08,1434.319946,84.84,"1,266.5",2394.48999
2017-05-02,98.98,1473.900024,80.59,"1,255.5",2392.929932
2017-05-03,99.21,1492.77002,81.86,"1,250.3",2389.820068
2017-05-04,98.8,1608.910034,95.77,"1,228.5",2391.429932
2017-05-05,98.65,1618.030029,97.98,"1,228.1",2399.290039
2017-05-06,98.65,1578.800049,96.98,"1,228.1",2399.290039
2017-05-07,98.65,1596.719971,98.79,"1,228.1",2399.290039
2017-05-08,99.06,1723.349976,94.29,"1,229.8",2401.360107
2017-05-09,99.66,1833.48999,92.98,"1,220.4",2403.870117
2017-05-10,99.67,1788.439941,91.86,"1,223.0",2399.73999
2017-05-11,99.62,1873.930054,90.48,"1,223.2",2395.719971
2017-05-12,99.25,1856.150024,91.01,"1,231.3",2392.439941
2017-05-13,99.25,1812.98999,88.3,"1,231.3",2392.439941
2017-05-14,99.25,1831.420044,88.89,"1,231.3",2392.439941
2017-05-15,98.91,1812.800049,94.48,"1,233.3",2404.050049
2017-05-16,98.11,1785.939941,92.0,"1,234.2",2405.77002
2017-05-17,97.58,1864.050049,89.1,"1,257.4",2384.870117
2017-05-18,97.88,1904.47998,97.0,"1,255.9",2375.73999
2017-05-19,97.14,2004.52002,129.0,"1,252.0",2389.060059
2017-05-20,97.14,2084.72998,128.5,"1,252.0",2389.060059
2017-05-21,97.14,2119.080078,150.0,"1,252.0",2389.060059
2017-05-22,96.98,2303.899902,175.0,"1,258.9",2395.459961
2017-05-23,97.35,2320.820068,173.25,"1,260.2",2400.850098
2017-05-24,97.24,2523.719971,200.0,"1,252.6",2405.580078
2017-05-25,97.25,2763.709961,217.88,"1,257.0",2418.709961
2017-05-26,97.44,2573.790039,195.0,"1,265.1",2416.679932
2017-05-27,97.44,2260.199951,172.0,"1,265.1",2416.679932
2017-05-28,97.44,2267.340088,182.36,"1,265.1",2416.679932
2017-05-29,97.44,2307.050049,197.9,"1,265.1",2416.679932
2017-05-30,97.28,2301.959961,231.8,"1,262.7",2415.26001
2017-05-31,96.92,2311.080078,234.0,"1,266.2",2415.98999
2017-06-01,97.2,2448.389893,234.0,"1,264.9",2430.060059
2017-06-02,96.72,2488.550049,224.99,"1,275.0",2440.22998
2017-06-03,96.72,2581.909912,227.0,"1,275.0",2440.22998
2017-06-04,96.72,2585.889893,248.99,"1,275.0",2440.22998
2017-06-05,96.8,2686.810059,248.98,"1,280.0",2439.550049
2017-06-06,96.64,2999.909912,268.85,"1,293.5",2436.209961
2017-06-07,96.75,2869.379883,267.48,"1,291.0",2435.280029
2017-06-08,96.92,2815.300049,261.83,"1,273.1",2439.27002
2017-06-09,97.27,2901.709961,280.37,"1,266.6",2446.199951
2017-06-10,97.27,2950.98999,344.01,"1,266.6",2446.199951
2017-06-11,97.27,2996.600098,346.99,"1,266.6",2446.199951
2017-06-12,97.14,2997.26001,418.5,"1,266.4",2430.379883
2017-06-13,96.97,2789.040039,398.92,"1,262.0",2441.48999
2017-06-14,96.94,2786.830078,393.0,"1,275.5",2443.75
2017-06-15,97.43,2534.709961,346.96,"1,254.6",2433.949951
2017-06-16,97.16,2539.919922,357.01,"1,255.4",2433.149902
2017-06-17,97.16,2685.189941,368.61,"1,255.4",2433.149902
2017-06-18,97.16,2662.100098,378.85,"1,255.4",2433.149902
2017-06-19,97.55,2662.850098,361.53,"1,248.2",2453.820068
2017-06-20,97.76,2763.449951,365.0,"1,242.2",2450.659912
2017-06-21,97.56,2772.01001,352.0,"1,242.5",2442.22998
2017-06-22,97.59,2723.73999,333.64,"1,250.8",2441.620117
2017-06-23,97.26,2765.169922,330.53,"1,255.7",2441.399902
2017-06-24,97.26,2757.939941,330.86,"1,255.7",2441.399902
2017-06-25,97.26,2682.26001,310.0,"1,255.7",2441.399902
2017-06-26,97.43,2615.25,299.9,"1,245.3",2450.419922
2017-06-27,96.39,2552.449951,288.17,"1,249.6",2440.149902
2017-06-28,96.01,2603.97998,324.95,"1,248.0",2442.969971
2017-06-29,95.63,2588.830078,322.84,"1,243.5",2442.72998
2017-06-30,95.63,2559.25,304.94,"1,242.3",2432.709961
2017-07-01,95.63,2515.27002,283.0,"1,242.3",2432.709961
